#PMID	TITLE	DOI
25531179	Neuroendocrine_Merkel_cell_carcinoma_is_associated_with_mutations_in_key_DNA_repair,_epigenetic_and_apoptosis_pathways:_a_case-based_study_using_ta	10.1159/000370310
