#PMID	TITLE	DOI
26825972	Relationships_of_alcohol_dehydrogenase_1B_(ADH1B)_and_aldehyde_dehydrogenase_2_(ALDH2)_genotypes_with_alcohol_sensitivity,_drinking_behavior_and_pr	10.1007/s12199-016-0507-5
